App_Name,Company_Name,Page_URL,Official_website,Email,Address,Privacy_policy,Name,Time,Star_rating,Helpful,Comments,Developer_Reply
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,Joan Cordero,"September 6, 2024",1.0,432.0,"My order was cancelled after more than 30 minutes, but my card was still charged the whole amount. The Help Centre chat can't address my issue due to automated replies. I tried to call the hotline but it's a wrong number. It's so frustrating that you're so fast in debiting money from a buyer's bank account even before he/she gets the food/product, but when the delivery is cancelled, you're so slow to process the refund/reimbursement or worst, you're out of reach/can't be contacted immediately.",
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,L O,"November 10, 2024",1.0,28.0,Been trying to resolve a payment issue FOR WEEKS. Can't use grab any longer because of some payment issue on their side. I've paid for grab unlimited and still can't order. I guess Grab has made it clear that they no longer want money from the service fees they would collect from my delivery and rides. I guess I'll move on to other apps that don't have all these recurring payment issues.,
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,Carl Robin Berdan,"September 22, 2024",1.0,269.0,"Time of pandemic, this was a great app but now from adding Grab Unlimited to losing Grabpoints for every purchase, now you can't even contact the restaurant or the driver to not being able to cancel despite just recently booked for the delivery and want to change address. They also automatically cancel your order if there's no delivery driver. You can't even talk to human agent anymore for the situation to be addressed. This app truly lost its respect for its customer as time goes on.",We regret hearing about this 😞 Please reach out to us via the Help Centre or through our social media platforms so that we can review your concern further and take action. Thank you 🙏️
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,M Advocate,"August 26, 2024",4.0,95.0,I was hesitant about using this app because of all the sudden 1 star reviews. I've had no problem with using the service for a ride. Expect to bring exact amount as the rider may not have change. I can't speak on how payments other than cash factor in. I particularly enjoy the audio recording part of the safety feature. This app may have been even better in the past but it's made my life easier. You need a valid phone number to register.,
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,Fuyu Melon,"February 14, 2025",1.0,2.0,"Ordering food because I don't have time to go out and would rather not go out, so the ""pick up point"" that requires customers to get the order from the road becomes counterproductive - especially because their map is outdated/does not recognize roads that are there, the pick up points are by the highways which requires customers to walk great distances which is unnecessary since a lot of places are very accessible to vehicles. Deliveries but customers are the one who needs to walk? idk man.",
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,Jason Ramsey,"January 28, 2025",1.0,24.0,"The app cannot competently handle simple operations like food delivery. It keeps switching the pick up and destination points. It asks you to ""conform"" your pick up/ destination after you have already selected them (why!? I just selected it) and when you do it again changes your pick up/ destination points. It takes multiple attempts every time to do something that should be so simple. Stupid app",
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,Siti Khadijah Muhamad Farid,"February 8, 2025",1.0,44.0,"This app got a problem. I'm pretty sure the only reason I didn't get much mistake is because the drivers were experienced in this matter and know layouts to get to my university destination. But it's a problem for new drivers, and one of them was mad at me in return because of this mistake! Like, I already put the address and the pin on the map changed. It also changed from the intended spot to another one when I make sure to pin the correct place! It's not happened once, nor twice or thrice.",We'll look into this issue for you. Please send us a note at http://m.me/Grab so that we can follow up.
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,Lou Park,"January 31, 2025",1.0,19.0,"Disgustingly annoying to use. Mapping is laughably inaccurate, and attempting to put the actual location resulted in the app thinking I was somewhere else. Everything is unneccessarily laggy, especially the map. Telephone calls tend to be extremely quiet. Also plays music when device is sleeping, which is annoying. At the very least the drivers were decent enough, but they do not excuse the app's poor behaviour.",
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,הדר מאור,"February 12, 2025",1.0,3.0,"Pretty bad app: Time for arrival (taxi) always wrong. UI is terrible and super loaded on the screen (too much info and data) Self location does not work for me, so every time I need to compare to Google maps to find my location. Location generally in this app isn't so good.. If you order food and the restaurant didn't really accepted it - you will wait 1.5 hours till it's cancelled. You cannot add more money manually for taxis if you are in a rush/no taxi will take the price. And more and more.",
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,Azura Schet,"February 12, 2025",2.0,2.0,"It doesn't focus on doing what the services are supposed to be anymore. It is so monetized, if you want your driver to arrive fast and not lounging around, actually doing their job and focus on one food destination delivery?? More money on top of usually delivery rate. Delivery fee, order fee, inl. tax, packaging charge, parking fee, toll fee, on top of up double or triple price from the actual restaurant. It doesn't make sense. The vouchers don't help much too",
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,David Walsh,"February 9, 2025",3.0,3.0,"It's not nearly as intuitive as Uber. For example, no zooming in, distance from driver invariably wrong. I also could not get a grab for nearly an hour in Bangkok, and as it scrolled another taxi driver came which I took advantage of - it couldn't cancel pending. Also...what is this foreign payment fee. How many ways do they like to scam us. UK should do this back.",
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,Zythus07,"January 23, 2025",4.0,30.0,"Somewhat reliable in the provinces. However it has one big problem: if you try to cancel a ride, the app doesn't honor the cancellation request and tries to fulfill the cancelled order anyway without you knowing. This leads to complicated situations where I think there's no grab driver in the area, cancel, book a ride on a different app, and then I have two taxis coming to pick me up at the same time. This has happened to me a few times now.","Grab rất tiếc khi biết được trải nghiệm của bạn chưa được tốt khi sử dụng ứng dụng 😥 Nếu có điều chi bất tiện, mong bạn chia sẻ với Grab qua trang Facebook https://m.me/GrabVN/ để Grab kiểm tra và hỗ trợ bạn kịp thời nha 💚 Grab luôn mong muốn sẽ nhận lại được 5 sao từ bạn 🥰 - Alice."
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,T S (T),"January 18, 2025",1.0,43.0,"It actually works quite well. However, the ride prices are sometimes much higher than with other taxi apps. And in addition, I was repeatedly charged some high additional costs after the ride without my consent and without it being displayed beforehand. No other taxi app has done this. I consider that to be very close to fraud. Therefore, only one star from me.",
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,BT Chong,"January 23, 2025",1.0,123.0,Frustrating much. Got log out from the app and have been trying to re-log in for the past 30 minutes and still unsuccessful. The error message keeps popping up that something went wrong and to try again. I managed to receive sms code but unable to proceed to next page to input. And this error is happening at a time where I need to travel to the airport to catch a flight!!!,
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,alvie Huit,"January 27, 2025",5.0,138.0,"Grab is extremely well organised in Malaysia. Many KL malls have well appointed pick up/drop off locations. The cars are clean, drivers tend to be friendly, helpful and personable, and most importantly they are reliable. I am so impressed. Tip: when using the service upon arriving into KLIA, pickup point for Grab is on Level 1. Just designate the door you wish to be picked up in front of and stand in front of it. As easy as that!",
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,özge güven,"January 3, 2025",1.0,115.0,"ATTENTION! My credit card info got stolen while using the grab app for transport. Just after using the app and paying by credit card, the exact same amount and then more is charged to my credit card for different types of transactions with a clear trend. The app is not secure enough to avoid scammers. I wrote to the help center about the issue. The only answer is they dont share info with other parties, and they will inform me about the investigation. I didn't hear back after a couple of days.",
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,Jennifer Cruz,"December 9, 2024",1.0,426.0,"The Help Center is practically useless. When I’ve reached out with specific issues, I’m often met with automated responses or generic articles. It feels like I’m talking to a bot, not a real person who can help. I have a pin location issue that is particularly annoying. I’ve had multiple instances where drivers claimed I pinned the wrong location, even though I simply searched for my address and selected it from the suggested options. This clearly points to a problem with Grab’s map system.",
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,Mei Yu Ong,"November 30, 2024",1.0,146.0,Navigation on the application is now super horrible when you encounter issues that needs to be reported. It as if they did it on purpose. For something as simple as reporting on missing items has now taken me more than 3hours to get through when it used to be so simple. Live Chat doesn't work. Help Support doesn't work. No email provided if both doesn't work. No number to call. Sounds like they don't care if you loose a few bucks over missing food items.,"Hi there, we sincerely apologize for the inconvenience you've experienced. This is not the service we aim to provide. Rest assured that we are reviewing further for improvement. Thank you for highlighting this to us and we appreciate you bringing this to our attention."
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,Dharrvesh Resh,"November 30, 2024",1.0,371.0,"It's always about purchasing grab unlimited, and in return, all my deliveries shows will be back soon. If I have to go pick up. What's the point ordering through here? The location also quite messed up. I pin a location and book ride. The driver is on another side. Hope this doesn't happen to anyone else. It's freaking expensive nowadays. All the time, high demand.",
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,HM Wong,"February 9, 2025",3.0,1.0,"Grab is dominant in SEA. With many different languages spoken across this region, the app's ability to translate different languages is not up to par. When ordering food, I still see writings that I'm not familiar with. Even after opting the language that I want, foreign writings continue to appear. This reduces the efficiency of the app. Grab should made the app display the language that I want when ordering food or choosing a destination. An update is needed!!!",
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,J N,"December 8, 2024",2.0,131.0,"Grab application is helpful, drivers are generally friendly. But Help Center AI is poor and not helpful, so customer service is definitely OUT! Trip rate using promo or registered package is NOT consistent. Also, Grab drivers can manipulate/change notification system as if they already arrived, but actually they're still on the way.. The map is slow and inaccurate in showing driver's location when pick up customer, sometimes not moving or jumping here n there",
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,13666RAI,"January 4, 2025",1.0,76.0,Splitting delivery is a dumb idea even dumber when you can't choose to opt out (edited into 1 star until you can choose to do split delivery or not). Finally fixing the auto translate (edit). NOW PLEASE Have a better map whenever i choose to pin in the map which grab map have no idea what the place is the pin suddenly move somewhere else. 4 star if those thing fixed. 5 if you have a better ui (edit).,
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,Mitchelle Barquilla,"December 24, 2024",1.0,276.0,"There was a time when I was just searching for a ride but did not actually want to book one. I cancelled it immediately when I notice the app was pushing through. After a while I was shocked when a rider called my number saying he arrived at my location, telling me I should pay for him for coming. Like what? I did not even clicked on the 'Book' button in the app. Grab should work on this one. It's a huge inconvenience, not just for the riders but as well as for their passengers.",
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,Tresha Enriquez,"December 15, 2024",1.0,133.0,"I know you guys are doing everything to protect customer-rider transactions to prevent scams, but this whole thing about not being able to cancel the order in the first 1 minute of booking is so inconveniencing. I wanted to cancel my order the first minute cause I noticed I wasn't able to include another item that I wanted, but I couldn't cancel because of this stupid system. I can't even talk to a live agent so that they can properly solve this issue. The bot is always redirecting me to FAQs.",
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,Junze,"January 24, 2025",1.0,50.0,"I had a very frustrating experience using Grab. I booked a ride, but the driver intentionally delayed picking me up. After waiting for a long time with no progress, I had no choice but to cancel the booking, which wasted a significant amount of my time. To make things worse, there was no clear option on the platform to report the driver’s behavior. When I tried booking another ride right after, I was shocked to see that the price had doubled, even though only 20 minutes had passed.",
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,IronGuy64,"January 11, 2025",1.0,130.0,"Pricing algorithm is very predatory. Sometimes you won't be able to find a driver, so you cancel and try rebooking only to find the price has doubled, sometimes even tripled. If I set the destination as my college, price would be around 25-60 but if I set it as the restaurant across the road the price drops to 15-20. Would 100% stop using if it wasn't for Grab's market domination which makes for other eHailing apps have significantly fewer drivers available.",
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,Anton Martin,"January 3, 2025",1.0,137.0,"The app has user friendly interface and relevance to what we usually need. However, my upset is towards their refund process. They should return the credit where it was deducted from. What they do is they put it to your grab wallet which is very annoying because they force you to use it on grab services. What if I can find other services outside grab and that was my only money? Users should also cancel freely when the wait time for order confirmation is more than 10 minutes. It'a such a drag.",
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,Myka Isabelle Engwa,"January 28, 2025",1.0,14.0,"Bad customer service. Driver cancelled my order twice already, each after almost 30 mins of waiting for a driver to accept. I've had plenty of similar experiences like these. Why do they allow drivers to accept an order only to have them cancel it a few minutes later?? It certainly doesn't help that their live agents are impossible to reach. Their automated chat not sucks and is not helpful at all.",
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,Andrea Jelena Bantola,"December 26, 2024",1.0,113.0,"I've had the most abysmal experience with their services. Not only does Grab not automatically cancel the order when the restaurant closes at random times, but even closed restaurants show up on the searches causing orders placed to go through but not get prepared by the restaurant at all. When you cancel an order once it's delayed, policy says it'll take up to a month to refund the money. I'd rather pay premium on a different app.",
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,Clario Johan,"January 15, 2025",1.0,53.0,"The good part they help you find your things dropped on the driver's car. The worst possbile part is the newest version use they own Grab Map, and the algorithm is perform highly inefficient and almost everytime the driver will be given worst possible route so that you will have to wait way more time to be picked up. Just use Google maps man. It is not innovative, just causing problem to everyone.",
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,Van,"January 25, 2025",1.0,14.0,"When getting a ride, the pickup location auto selects a location either across the street or 200 meters away. Trying to force the app to pickup where you are is actually impossible in some cases. You are forced to walk down the street 2024-03-16 Grab started adding a 3% charge for foreign credit cards. Total bs because they don't get charged extra. I'm switching to Food Panda",
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,L M (Harbinger-X),"February 5, 2025",2.0,3.0,"WHAT IS WRONG WITH THE AUTO TRANSLATION FUNCTION THAT'S NOT ENGAGING 95% OF THE TIME NOW!?!​ I'M​🤏 CLOSE TO​ NEVER USING THIS APP AGAIN AND SWITCHING TO FOOD PANDA! - Clearing all data and cache fixes the problem maybe 3% of the time w/ 1-2 orders then same thing! - Even the profile UI will change completely with auto-translate switch missing! Minimize app & quickly switch back, translation dissapears and won't work again with complete reinstall. Almost threw my phone at wall I'm so annoyed 🤬",
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,N,"January 20, 2025",1.0,124.0,Price are totally random and skyrocket at peak hours. The usability of the map is terrible as it jumps everytime I want to zoom. Same for the drivers location which doesn't renew properly and it's almost impossible to know when a driver will arrive. The navigation lacks as drivers often experience difficulties in finding the pickup. Waiting time is often too long. Uber/Bolt is by far better. Foreigners are discriminated in Malaysia as credit cards are charged more and GrabUnlimited not available,
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,Budy L,"February 12, 2025",2.0,1.0,"I would give 5 stars if only I had not had the traumatic experience being stranded on street side for almost an hour just because the driver wanted to chase points to get bonus. Even then the driver got away by cheating the system and the system left me without a chance to report his horrible doing. He contacted an insider person to get my order erased from the system without any trace, so that he didn't get penalty and could resume chasing points. Once erased, I couldn't report.",
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,Kerine Ho,"January 17, 2025",1.0,57.0,This app is starting to suck as they're getting complacent. I recently placed a grab food order which I've failed to receive. My spouse even went down to the outlet to check whether the outlet received the order which they did not receive as well. Their back end service sucks when there's a problem. Hop over the Foodpanda as their after service support is superb as compared to Grab. I was asked to resolve the issue on my own apparently. Wow. And your reply is still to an autobot. Scammer.,We're really sorry to hear about your experience. This isn't the service we aim to provide for our users. Please reach out to our support team at http://m.me/Grab so we can sort this out for you.
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,Athea Marie,"December 4, 2024",1.0,23.0,"Extremely disappointed with the customer service. As someone who uses international cards. I've been facing with a lot of problems with Grab lately. Although, i have a sufficient funds to cover everything. They keep rejecting my cards, and customer support doesn't answer any of my complaints. I've expected so much and ended up being disappointed. No help provide, none of my concerns are being answered. Live chats doesn't help either.",
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,maimai shomai,"January 27, 2025",1.0,14.0,I've been using grab for years and I didn't have much to complain until they changed their policy. When it shows that the kitchen hasn't even started with my order I no longer have the option to cancel an order even though they haven't started making it yet and had been waiting for 30 minutes for it to start. I only end up either starving or buying another food and pay extra for my order that arrives VERY LATE when I say late I meant HOURS of waiting. Using GRAB more doesn't really give you alot,
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,Faisal Alaswer,"February 10, 2025",1.0,27.0,"1. Discrimination against foreigners: even my bank account is linked to Grab, still this is not enough for them. All other ewallets can verify no issue. 2. Unreliable UI/UX: sometimes I close and open the app then payment options like corporate credit option is gone and they want to force me to pay with my grab credit or card/cash until I install the app again. 3. Many manipulate by company and its developers on delivery options and time estimation just to get more money, yet delivery is late.",
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,桜巻MEIKYUN,"February 9, 2025",1.0,1.0,"Everything is good until your order's got some phoblem. I don't know why they make it complicate about Contact Grab. You need to go through a lot of sections to find out that your phoblem isn't in the AI pre-install chat and it end up being back to the first question again and again as if there were no humans willing to be in this section. In the end if you found the way to cantact staff they make you pay for your call because yes, it's your phoblem not theirs. Feedback isn't main concern ig.",
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,David Cham,"December 27, 2024",1.0,64.0,"Worse experience using the app. Couldn't get any rider for food delivery, delayed my order for 1 hour and still couldn't get any driver. I had to cancel. Ordered transport. But the driver went to wrong place and grab just cancelled and because the driver cancelled after not being helpful in at least telling me where he was, I was charged with 4 dollars without using. I have been using grab for a while, but I'll recommend to just don't use it anymore.",We're really sorry to hear about your experience. Please reach out to our support team via the in-app help center or via Facebook at http://m.me/Grab so we can help resolve this for you.
Grab - Taxi & Food Delivery,Grab Holdings,https://play.google.com/store/apps/details?id=com.grabtaxi.passenger&hl=en,https://grab.com/,support@grab.com,,https://www.grab.com/privacy,Adelyn Khoo,"January 22, 2025",1.0,24.0,"The experience on Grab has been really disappointing of late. The matching with the drivers are so far away, and often dropping off at a stop first, which means my waiting time can be more than 10 mins. I wasted 20 minutes trying to find a nearby grab <5 mins from my house to no avail. Went on CDG and found a taxi 4 mins away. HAHA. Joke's on me because I wasted so much time on a app that just sucks. 👎👎 We need more transport companies in Singapore because grab is unreliable.","We’re truly sorry for the frustrating experience. We’re working hard to improve driver availability and matching algorithms, and your feedback helps us focus on what matters most. For immediate help, please reach out to us on social media!"
